Department,Work Group,Asset Name,Total Count,Count,Rejects,Total Downtime,Fault Count,MTTR,MTBF,Total Uptime,Total Time,Total Breaks,Total Working Time,Production Goal,Production Rate,Planned Rate,Product,Productivity OEE,Availability OEE,Quality OEE,OEE,Shift Number,Start Date,End Date,ScheduleID
100D,Ensamble 100D,Bench 100D,72,72,0,26,69,0,7,514,540,0,514,165,8.4,18.33,0,0.46,0.951851852,1,0.437851852,2,8/29/2023,8/30/2023,51219
100D,Ensamble 100D,Bench 100D,88,88,0,18,100,0,6,582,600,0,582,185,9.07,18.5,0,0.49,0.97,1,0.4753,1,8/30/2023,8/30/2023,51202
100D,Ensamble 100D,Bench 100D,74,74,0,30,40,0,13,510,540,0,510,165,8.71,18.33,0,0.47,0.944444444,1,0.443888889,2,8/30/2023,8/31/2023,51220
100D,Ensamble 100D,Bench 100D,79,79,0,17,63,0,9,583,600,0,583,185,8.13,18.5,0,0.44,0.971666667,1,0.427533333,1,8/31/2023,8/31/2023,51203
100D,Ensamble 100D,Bench 100D,65,65,0,36,68,0,7,504,540,0,504,165,7.74,18.33,0,0.42,0.933333333,1,0.392,2,8/31/2023,9/1/2023,51221
100D,Ensamble 100D,Bench 100D,56,56,0,48,65,0,7,432,480,0,432,185,7.78,23.13,0,0.34,0.9,1,0.306,1,9/1/2023,9/1/2023,51225
100D,Ensamble 100D,Bench 100D,54,54,0,5,17,0,21,355,360,0,355,105,9.13,17.5,0,0.52,0.986111111,1,0.512777778,2,9/1/2023,9/1/2023,51226
100D,Ensamble 100D,Bench 100D,121,121,0,10,18,0,33,590,600,0,590,185,12.31,18.5,0,0.67,0.983333333,1,0.658833333,1,9/4/2023,9/4/2023,51321
100D,Ensamble 100D,Bench 100D,95,95,0,4,26,0,20,536,540,0,536,165,10.63,18.33,0,0.58,0.992592593,1,0.575703704,2,9/4/2023,9/5/2023,51701
100D,Ensamble 100D,Bench 100D,106,106,0,45,78,0,7,555,600,0,555,185,11.46,18.5,0,0.62,0.925,1,0.5735,1,9/5/2023,9/5/2023,51322
100D,Ensamble 100D,Bench 100D,105,105,0,8,68,0,7,532,540,0,532,165,11.84,18.33,0,0.65,0.985185185,1,0.64037037,2,9/5/2023,9/6/2023,51702
100D,Ensamble 100D,Bench 100D,126,126,0,24,62,0,9,576,600,0,576,185,13.13,18.5,0,0.71,0.96,1,0.6816,1,9/6/2023,9/6/2023,51323
100D,Ensamble 100D,Bench 100D,115,115,0,21,74,0,7,519,540,0,519,165,13.29,18.33,0,0.73,0.961111111,1,0.701611111,2,9/6/2023,9/7/2023,51703
100D,Ensamble 100D,Bench 100D,89,89,0,11,53,0,11,589,600,0,589,185,9.07,18.5,0,0.49,0.981666667,1,0.481016667,1,9/7/2023,9/7/2023,51324
100D,Ensamble 100D,Bench 100D,81,81,0,3,33,0,16,537,540,0,537,165,9.05,18.33,0,0.49,0.994444444,1,0.487277778,2,9/7/2023,9/8/2023,51704
100D,Ensamble 100D,Bench 100D,76,76,0,34,48,0,10,446,480,0,446,185,10.22,23.13,0,0.44,0.929166667,1,0.408833333,1,9/8/2023,9/8/2023,51325
100D,Ensamble 100D,Bench 100D,52,52,0,3,47,0,7,357,360,0,357,105,8.74,17.5,0,0.5,0.991666667,1,0.495833333,2,9/8/2023,9/8/2023,51679
100D,Ensamble 100D,Bench 100D,75,75,0,2,19,0,18,358,360,0,358,145,12.57,24.17,0,0.52,0.994444444,1,0.517111111,1,9/9/2023,9/9/2023,51684
100D,Ensamble 100D,Bench 100D,116,116,0,44,73,0,8,556,600,0,556,185,12.52,18.5,0,0.68,0.926666667,1,0.630133333,1,9/11/2023,9/11/2023,51328
100D,Ensamble 100D,Bench 100D,102,102,0,14,32,0,16,526,540,0,526,165,11.63,18.33,0,0.63,0.974074074,1,0.613666667,2,9/11/2023,9/12/2023,51705
100D,Ensamble 100D,Bench 100D,136,136,0,10,85,0,7,590,600,0,590,185,13.83,18.5,0,0.75,0.983333333,1,0.7375,1,9/12/2023,9/12/2023,51329
100D,Ensamble 100D,Bench 100D,94,94,0,16,33,0,16,524,540,0,524,165,10.76,18.33,0,0.59,0.97037037,1,0.572518519,2,9/12/2023,9/13/2023,51706
100D,Ensamble 100D,Bench 100D,144,144,0,26,97,0,6,574,600,0,574,185,15.05,18.5,0,0.81,0.956666667,1,0.7749,1,9/13/2023,9/13/2023,51330
100D,Ensamble 100D,Bench 100D,59,59,0,4,19,0,15,296,300,0,296,165,11.96,33,0,0.36,0.986666667,1,0.3552,2,9/13/2023,9/14/2023,51707
100D,Ensamble 100D,Bench 100D,133,133,0,5,41,0,14,595,600,0,595,185,13.41,18.5,0,0.72,0.991666667,1,0.714,1,9/14/2023,9/14/2023,51331
100D,Ensamble 100D,Bench 100D,104,104,0,7,40,0,13,533,540,0,533,165,11.71,18.33,0,0.64,0.987037037,1,0.631703704,2,9/14/2023,9/15/2023,51708
100D,Ensamble 100D,Bench 100D,84,84,0,54,72,0,6,426,480,0,426,185,11.83,23.13,0,0.51,0.8875,1,0.452625,1,9/15/2023,9/15/2023,51332
100D,Ensamble 100D,Bench 100D,48,48,0,11,28,0,12,349,360,0,349,105,8.25,17.5,0,0.47,0.969444444,1,0.455638889,2,9/15/2023,9/15/2023,51680
100D,Ensamble 100D,Bench 100D,106,106,0,53,53,1,11,547,600,0,547,185,11.63,18.5,0,0.63,0.911666667,1,0.57435,1,9/18/2023,9/18/2023,51335
100D,Ensamble 100D,Bench 100D,130,130,0,4,54,0,10,536,540,0,536,165,14.55,18.33,0,0.79,0.992592593,1,0.784148148,2,9/18/2023,9/19/2023,51709
100D,Ensamble 100D,Bench 100D,132,132,0,5,37,0,16,595,600,0,595,185,13.31,18.5,0,0.72,0.991666667,1,0.714,1,9/19/2023,9/19/2023,51336
100D,Ensamble 100D,Bench 100D,135,135,0,10,99,0,5,530,540,0,530,165,15.28,18.33,0,0.83,0.981481481,1,0.81462963,2,9/19/2023,9/20/2023,51710
100D,Ensamble 100D,Bench 100D,96,96,0,22,64,0,9,578,600,0,578,185,9.97,18.5,0,0.54,0.963333333,1,0.5202,1,9/20/2023,9/20/2023,51337
100D,Ensamble 100D,Bench 100D,90,90,0,27,44,0,12,513,540,0,513,165,10.53,18.33,0,0.57,0.95,1,0.5415,2,9/20/2023,9/21/2023,51711
100D,Ensamble 100D,Bench 100D,107,107,0,17,60,0,10,583,600,0,583,185,11.01,18.5,0,0.6,0.971666667,1,0.583,1,9/21/2023,9/21/2023,51338
100D,Ensamble 100D,Bench 100D,101,101,0,17,47,0,11,523,540,0,523,165,11.59,18.33,0,0.63,0.968518519,1,0.610166667,2,9/21/2023,9/22/2023,51712
100D,Ensamble 100D,Bench 100D,87,87,0,29,31,0,15,451,480,0,451,185,11.57,23.13,0,0.5,0.939583333,1,0.469791667,1,9/22/2023,9/22/2023,51339
100D,Ensamble 100D,Bench 100D,59,59,0,9,40,0,9,351,360,0,351,105,10.09,17.5,0,0.58,0.975,1,0.5655,2,9/22/2023,9/22/2023,51681
100D,Ensamble 100D,Bench 100D,93,93,0,23,30,0,20,577,600,0,577,185,9.67,18.5,0,0.52,0.961666667,1,0.500066667,1,9/25/2023,9/25/2023,51342
100D,Ensamble 100D,Bench 100D,38,38,0,3,19,0,7,147,150,0,147,35,15.51,14,0,1.11,0.98,1,1.0878,2,9/25/2023,9/26/2023,52031
100D,Ensamble 100D,Bench 100D,130,130,0,13,61,0,9,587,600,0,587,185,13.29,18.5,0,0.72,0.978333333,1,0.7044,1,9/26/2023,9/26/2023,51343
100D,Ensamble 100D,Bench 100D,97,97,0,16,76,0,7,584,600,0,584,185,9.97,18.5,0,0.54,0.973333333,1,0.5256,1,9/27/2023,9/27/2023,51344
100D,Ensamble 100D,Bench 100D,71,71,0,2,26,0,9,238,240,0,238,65,17.9,16.25,0,1.1,0.991666667,1,1.090833333,2,9/27/2023,9/28/2023,52032
100D,Ensamble 100D,Bench 100D,144,144,0,20,54,0,11,580,600,0,580,185,14.9,18.5,0,0.81,0.966666667,1,0.783,1,9/28/2023,9/28/2023,51345
100D,Ensamble 100D,Bench 100D,50,50,0,97,40,2,13,443,540,0,443,165,6.77,18.33,0,0.37,0.82037037,1,0.303537037,20,9/28/2023,9/29/2023,51716
100D,Ensamble 100D,Bench 100D,98,98,0,53,60,0,8,427,480,0,427,185,13.77,23.13,0,0.6,0.889583333,1,0.53375,1,9/29/2023,9/29/2023,51346
100D,Ensamble 100D,Bench 100D,124,124,0,5,57,0,9,535,540,0,535,165,13.91,18.33,0,0.76,0.990740741,1,0.752962963,2,10/2/2023,10/3/2023,52639
100D,Ensamble 100D,Bench 100D,106,106,0,4,57,0,9,536,540,0,536,165,11.87,18.33,0,0.65,0.992592593,1,0.645185185,2,10/3/2023,10/4/2023,52640
100D,Ensamble 100D,Bench 100D,71,71,0,43,78,0,7,557,600,0,557,185,7.65,18.5,0,0.41,0.928333333,1,0.380616667,1,10/4/2023,10/4/2023,52656
100D,Ensamble 100D,Bench 100D,64,64,0,20,33,0,16,520,540,0,520,165,7.38,18.33,0,0.4,0.962962963,1,0.385185185,2,10/4/2023,10/5/2023,52641
100D,Ensamble 100D,Bench 100D,4,4,0,0,2,0,300,600,600,0,600,185,0.4,18.5,0,0.02,1,1,0.02,1,10/5/2023,10/5/2023,52657
100D,Ensamble 100D,Bench 100D,105,105,0,42,52,0,10,498,540,0,498,165,12.65,18.33,0,0.69,0.922222222,1,0.636333333,2,10/5/2023,10/6/2023,52642
100D,Ensamble 100D,Bench 100D,46,46,0,60,21,2,22,420,480,0,420,145,6.57,18.13,0,0.36,0.875,1,0.315,1,10/6/2023,10/6/2023,52658
100D,Ensamble 100D,Bench 100D,38,38,0,21,22,0,16,339,360,0,339,105,6.73,17.5,0,0.38,0.941666667,1,0.357833333,2,10/6/2023,10/6/2023,52643
100D,Ensamble 100D,Bench 100D,137,137,0,7,35,0,15,533,540,0,533,165,15.42,18.33,0,0.84,0.987037037,1,0.829111111,2,10/9/2023,10/10/2023,52857
100D,Ensamble 100D,Bench 100D,88,88,0,26,63,0,9,574,600,0,574,185,9.2,18.5,0,0.5,0.956666667,1,0.478333333,1,10/10/2023,10/10/2023,52891
100D,Ensamble 100D,Bench 100D,119,119,0,25,48,0,11,515,540,0,515,165,13.86,18.33,0,0.76,0.953703704,1,0.724814815,2,10/10/2023,10/11/2023,52858
100D,Ensamble 100D,Bench 100D,66,66,0,32,67,0,8,508,540,0,508,165,7.8,18.33,0,0.43,0.940740741,1,0.404518519,2,10/11/2023,10/12/2023,52859
100D,Ensamble 100D,Bench 100D,141,141,0,1,31,0,17,539,540,0,539,165,15.7,18.33,0,0.86,0.998148148,1,0.858407407,2,10/12/2023,10/13/2023,52860
100D,Ensamble 100D,Bench 100D,77,77,0,6,16,0,22,354,360,0,354,105,13.05,17.5,0,0.75,0.983333333,1,0.7375,2,10/13/2023,10/13/2023,52892
100D,Ensamble 100D,Bench 100D,100,100,0,124,94,1,6,476,600,0,476,185,12.61,18.5,0,0.68,0.793333333,1,0.539466667,1,10/16/2023,10/16/2023,52841
100D,Ensamble 100D,Bench 100D,87,87,0,14,87,0,6,526,540,0,526,165,9.92,18.33,0,0.54,0.974074074,1,0.526,2,10/16/2023,10/17/2023,52864
100D,Ensamble 100D,Bench 100D,82,82,0,3,37,0,16,597,600,0,597,185,8.24,18.5,0,0.45,0.995,1,0.44775,1,10/17/2023,10/17/2023,52842
100D,Ensamble 100D,Bench 100D,157,157,0,13,61,0,9,587,600,0,587,185,16.05,18.5,0,0.87,0.978333333,1,0.85115,1,10/18/2023,10/18/2023,52843
100D,Ensamble 100D,Bench 100D,127,127,0,11,66,0,9,589,600,0,589,185,12.94,18.5,0,0.7,0.981666667,1,0.687166667,1,10/19/2023,10/19/2023,52844
100D,Ensamble 100D,Bench 100D,41,41,0,46,18,2,20,314,360,0,314,105,7.83,17.5,0,0.45,0.872222222,1,0.3925,2,10/20/2023,10/20/2023,52881
100D,Ensamble 100D,Bench 100D,130,130,0,51,65,0,8,489,540,0,489,165,15.95,18.33,0,0.87,0.905555556,1,0.787833333,2,10/23/2023,10/24/2023,52871
100D,Ensamble 100D,Bench 100D,61,61,0,1,27,0,11,299,300,0,299,185,12.24,37,0,0.33,0.996666667,1,0.3289,1,10/24/2023,10/24/2023,52849
100D,Ensamble 100D,Bench 100D,75,75,0,46,63,0,8,494,540,0,494,165,9.11,18.33,0,0.5,0.914814815,1,0.457407407,2,10/24/2023,10/25/2023,52872
100D,Ensamble 100D,Bench 100D,57,57,0,7,36,0,16,593,600,0,593,185,5.77,18.5,0,0.31,0.988333333,1,0.306383333,1,10/25/2023,10/25/2023,52850
100D,Ensamble 100D,Bench 100D,116,116,0,28,59,0,9,512,540,0,512,165,13.59,18.33,0,0.74,0.948148148,1,0.70162963,2,10/25/2023,10/26/2023,52873
100D,Ensamble 100D,Bench 100D,34,34,0,42,25,1,24,558,600,0,558,185,3.66,18.5,0,0.2,0.93,1,0.186,1,10/26/2023,10/26/2023,52851
100D,Ensamble 100D,Bench 100D,103,103,0,31,81,0,6,509,540,0,509,165,12.14,18.33,0,0.66,0.942592593,1,0.622111111,2,10/26/2023,10/27/2023,52874
100D,Ensamble 100D,Bench 100D,77,77,0,28,50,0,9,452,480,0,452,185,10.22,23.13,0,0.44,0.941666667,1,0.414333333,1,10/27/2023,10/27/2023,52852
100D,Ensamble 100D,Bench 100D,59,59,0,31,18,1,20,329,360,0,329,105,10.76,17.5,0,0.61,0.913888889,1,0.557472222,2,10/27/2023,10/27/2023,52882
100D,Ensamble 100D,Bench 100D,97,97,0,109,57,1,10,491,600,0,491,185,11.85,18.5,0,0.64,0.818333333,1,0.523733333,1,10/30/2023,10/30/2023,52855
100D,Ensamble 100D,Bench 100D,83,83,0,27,38,0,14,513,540,0,513,165,9.71,18.33,0,0.53,0.95,1,0.5035,2,10/30/2023,10/31/2023,52878
100D,Ensamble 100D,Bench 100D,125,125,0,43,64,0,9,557,600,0,557,185,13.46,18.5,0,0.73,0.928333333,1,0.677683333,1,10/31/2023,10/31/2023,52856
100D,Ensamble 100D,Bench 100D,111,111,0,8,51,0,10,532,540,0,532,165,12.52,18.33,0,0.68,0.985185185,1,0.669925926,2,10/31/2023,11/1/2023,52879
100D,Ensamble 100D,Bench 100D,47,47,0,45,35,1,17,555,600,0,555,185,5.08,18.5,0,0.27,0.925,1,0.24975,1,11/1/2023,11/1/2023,53262
100D,Ensamble 100D,Bench 100D,77,77,0,82,54,1,10,458,540,0,458,165,10.09,18.33,0,0.55,0.848148148,1,0.466481481,2,11/1/2023,11/2/2023,53292
100D,Ensamble 100D,Bench 100D,130,130,0,40,94,0,6,560,600,0,560,185,13.93,18.5,0,0.75,0.933333333,1,0.7,1,11/6/2023,11/6/2023,53267
100D,Ensamble 100D,Bench 100D,107,107,0,82,34,2,15,458,540,0,458,165,14.02,18.33,0,0.76,0.848148148,1,0.644592593,2,11/6/2023,11/7/2023,53297
100D,Ensamble 100D,Bench 100D,102,102,0,14,40,0,15,586,600,0,586,185,10.44,18.5,0,0.56,0.976666667,1,0.546933333,1,11/7/2023,11/7/2023,53268
100D,Ensamble 100D,Bench 100D,87,87,0,67,33,2,16,473,540,0,473,165,11.04,18.33,0,0.6,0.875925926,1,0.525555556,2,11/7/2023,11/8/2023,53298
100D,Ensamble 100D,Bench 100D,114,114,0,31,82,0,7,569,600,0,569,185,12.02,18.5,0,0.65,0.948333333,1,0.616416667,1,11/8/2023,11/8/2023,53269
100D,Ensamble 100D,Bench 100D,93,93,0,64,34,1,15,476,540,0,476,165,11.72,18.33,0,0.64,0.881481481,1,0.564148148,2,11/8/2023,11/9/2023,53299
100D,Ensamble 100D,Bench 100D,106,106,0,34,76,0,7,566,600,0,566,185,11.24,18.5,0,0.61,0.943333333,1,0.575433333,1,11/9/2023,11/9/2023,53270
100D,Ensamble 100D,Bench 100D,63,63,0,170,44,3,12,370,540,0,370,165,10.22,18.33,0,0.56,0.685185185,1,0.383703704,2,11/9/2023,11/10/2023,53300
100D,Ensamble 100D,Bench 100D,54,54,0,29,52,0,6,331,360,0,331,185,9.79,30.83,0,0.32,0.919444444,1,0.294222222,1,11/10/2023,11/10/2023,53271
100D,Ensamble 100D,Bench 100D,105,105,0,76,70,1,8,524,600,0,524,185,12.02,18.5,0,0.65,0.873333333,1,0.567666667,1,11/13/2023,11/13/2023,53274
100D,Ensamble 100D,Bench 100D,98,98,0,43,59,0,9,497,540,0,497,165,11.83,18.33,0,0.65,0.92037037,1,0.598240741,2,11/13/2023,11/14/2023,53304
100D,Ensamble 100D,Bench 100D,67,67,0,39,74,0,8,561,600,0,561,185,7.17,18.5,0,0.39,0.935,1,0.36465,1,11/14/2023,11/14/2023,53275
100D,Ensamble 100D,Bench 100D,101,101,0,15,59,0,9,525,540,0,525,165,11.54,18.33,0,0.63,0.972222222,1,0.6125,2,11/14/2023,11/15/2023,53305
100D,Ensamble 100D,Bench 100D,122,122,0,35,29,1,20,565,600,0,565,185,12.96,18.5,0,0.7,0.941666667,1,0.659166667,1,11/15/2023,11/15/2023,53276
100D,Ensamble 100D,Bench 100D,91,91,0,9,66,0,8,531,540,0,531,165,10.28,18.33,0,0.56,0.983333333,1,0.550666667,2,11/15/2023,11/16/2023,53306
100D,Ensamble 100D,Bench 100D,91,91,0,17,39,0,15,583,600,0,583,185,9.37,18.5,0,0.51,0.971666667,1,0.49555,1,11/16/2023,11/16/2023,53277
100D,Ensamble 100D,Bench 100D,65,65,0,10,29,0,18,530,540,0,530,165,7.36,18.33,0,0.4,0.981481481,1,0.392592593,2,11/16/2023,11/17/2023,53307
100D,Ensamble 100D,Bench 100D,61,61,0,16,39,0,12,464,480,0,464,185,7.89,23.13,0,0.34,0.966666667,1,0.328666667,1,11/17/2023,11/17/2023,53278
100D,Ensamble 100D,Bench 100D,44,44,0,4,28,0,12,356,360,0,356,105,7.42,17.5,0,0.42,0.988888889,1,0.415333333,2,11/17/2023,11/17/2023,53324
100D,Ensamble 100D,Bench 100D,96,96,0,45,71,0,8,555,600,0,555,185,10.38,18.5,0,0.56,0.925,1,0.518,1,11/20/2023,11/20/2023,53281
100D,Ensamble 100D,Bench 100D,69,69,0,68,34,2,15,472,540,0,472,165,8.77,18.33,0,0.48,0.874074074,1,0.419555556,2,11/20/2023,11/21/2023,53311
100D,Ensamble 100D,Bench 100D,103,103,0,29,59,0,9,511,540,0,511,165,12.09,18.33,0,0.66,0.946296296,1,0.624555556,2,11/21/2023,11/22/2023,53312
100D,Ensamble 100D,Bench 100D,109,109,0,41,58,0,10,559,600,0,559,185,11.7,18.5,0,0.63,0.931666667,1,0.58695,1,11/22/2023,11/22/2023,53283
100D,Ensamble 100D,Bench 100D,46,46,0,70,66,1,8,470,540,0,470,165,5.87,18.33,0,0.32,0.87037037,1,0.278518519,2,11/22/2023,11/23/2023,53313
100D,Ensamble 100D,Bench 100D,108,108,0,23,115,0,5,577,600,0,577,185,11.23,18.5,0,0.61,0.961666667,1,0.586616667,1,11/23/2023,11/23/2023,53284
100D,Ensamble 100D,Bench 100D,116,116,0,27,79,0,6,513,540,0,513,165,13.57,18.33,0,0.74,0.95,1,0.703,2,11/23/2023,11/24/2023,53314
100D,Ensamble 100D,Bench 100D,107,107,0,50,49,1,9,430,480,0,430,185,14.93,23.13,0,0.65,0.895833333,1,0.582291667,1,11/24/2023,11/24/2023,53285
100D,Ensamble 100D,Bench 100D,41,41,0,16,38,0,9,344,360,0,344,105,7.15,17.5,0,0.41,0.955555556,1,0.391777778,2,11/24/2023,11/24/2023,53325
100D,Ensamble 100D,Bench 100D,105,105,0,30,71,0,8,570,600,0,570,185,11.05,18.5,0,0.6,0.95,1,0.57,1,11/27/2023,11/27/2023,53288
100D,Ensamble 100D,Bench 100D,82,82,0,10,55,0,9,530,540,0,530,165,9.28,18.33,0,0.51,0.981481481,1,0.500555556,2,11/27/2023,11/28/2023,53318
100D,Ensamble 100D,Bench 100D,117,117,0,42,67,0,8,558,600,0,558,185,12.58,18.5,0,0.68,0.93,1,0.6324,1,11/28/2023,11/28/2023,53289
100D,Ensamble 100D,Bench 100D,112,112,0,30,51,0,10,510,540,0,510,165,13.18,18.33,0,0.72,0.944444444,1,0.68,2,11/28/2023,11/29/2023,53319
100D,Ensamble 100D,Bench 100D,59,59,0,57,69,0,8,543,600,0,543,185,6.52,18.5,0,0.35,0.905,1,0.31675,1,11/29/2023,11/29/2023,53290
100D,Ensamble 100D,Bench 100D,102,102,0,6,31,0,17,534,540,0,534,165,11.46,18.33,0,0.63,0.988888889,1,0.623,2,11/29/2023,11/30/2023,53320
100D,Ensamble 100D,Bench 100D,119,119,0,38,42,0,10,382,420,0,382,185,18.69,26.43,0,0.71,0.90952381,1,0.645761905,1,11/30/2023,11/30/2023,53291
100D,Ensamble 100D,Bench 100D,62,62,0,4,21,0,25,536,540,0,536,165,6.94,18.33,0,0.38,0.992592593,1,0.377185185,2,11/30/2023,12/1/2023,53321
100D,Ensamble 100D,Bench 100D,128,128,0,51,73,0,8,549,600,0,549,185,13.99,18.5,0,0.76,0.915,1,0.6954,1,12/4/2023,12/4/2023,53754
100D,Ensamble 100D,Bench 100D,112,112,0,44,53,0,10,496,540,0,496,165,13.55,18.33,0,0.74,0.918518519,1,0.679703704,2,12/4/2023,12/5/2023,53765
100D,Ensamble 100D,Bench 100D,107,107,0,4,39,0,15,596,600,0,596,185,10.77,18.5,0,0.58,0.993333333,1,0.576133333,1,12/5/2023,12/5/2023,53755
100D,Ensamble 100D,Bench 100D,115,115,0,54,49,1,11,486,540,0,486,165,14.2,18.33,0,0.77,0.9,1,0.693,2,12/5/2023,12/6/2023,53766
100D,Ensamble 100D,Bench 100D,115,115,0,41,55,0,10,559,600,0,559,185,12.34,18.5,0,0.67,0.931666667,1,0.624216667,1,12/6/2023,12/6/2023,53756
100D,Ensamble 100D,Bench 100D,63,63,0,34,28,1,19,506,540,0,506,165,7.47,18.33,0,0.41,0.937037037,1,0.384185185,2,12/6/2023,12/7/2023,53767
100D,Ensamble 100D,Bench 100D,45,45,0,43,62,0,6,377,420,0,377,185,7.16,26.43,0,0.27,0.897619048,1,0.242357143,1,12/7/2023,12/7/2023,53757
100D,Ensamble 100D,Bench 100D,84,84,0,34,58,0,9,506,540,0,506,165,9.96,18.33,0,0.54,0.937037037,1,0.506,2,12/7/2023,12/8/2023,53768
100D,Ensamble 100D,Bench 100D,75,75,0,24,48,0,10,456,480,0,456,185,9.87,23.13,0,0.43,0.95,1,0.4085,1,12/8/2023,12/8/2023,53758
100D,Ensamble 100D,Bench 100D,61,61,0,31,15,2,24,329,360,0,329,105,11.12,17.5,0,0.64,0.913888889,1,0.584888889,2,12/8/2023,12/8/2023,53776
100D,Ensamble 100D,Bench 100D,104,104,0,75,40,1,15,525,600,0,525,185,11.89,18.5,0,0.64,0.875,1,0.56,1,12/11/2023,12/11/2023,53761
100D,Ensamble 100D,Bench 100D,108,108,0,19,33,0,16,521,540,0,521,165,12.44,18.33,0,0.68,0.964814815,1,0.656074074,2,12/11/2023,12/12/2023,53772
100D,Ensamble 100D,Bench 100D,148,148,0,19,54,0,11,581,600,0,581,185,15.28,18.5,0,0.83,0.968333333,1,0.803716667,1,12/12/2023,12/12/2023,53762
100D,Ensamble 100D,Bench 100D,65,65,0,42,46,0,11,498,540,0,498,165,7.83,18.33,0,0.43,0.922222222,1,0.396555556,2,12/12/2023,12/13/2023,53773
100D,Ensamble 100D,Bench 100D,85,85,0,59,32,1,18,541,600,0,541,185,9.43,18.5,0,0.51,0.901666667,1,0.45985,1,12/13/2023,12/13/2023,53763
100D,Ensamble 100D,Bench 100D,116,116,0,1,16,0,33,539,540,0,539,165,12.91,18.33,0,0.7,0.998148148,1,0.698703704,2,12/13/2023,12/14/2023,53774
100D,Ensamble 100D,Bench 100D,83,83,0,19,19,1,31,581,600,0,581,185,8.57,18.5,0,0.46,0.968333333,1,0.445433333,1,12/14/2023,12/14/2023,53764
100D,Ensamble 100D,Bench 100D,82,82,0,2,20,0,27,538,540,0,538,165,9.14,18.33,0,0.5,0.996296296,1,0.498148148,2,12/14/2023,12/15/2023,53775
100D,Ensamble 100D,Bench 100D,74,74,0,52,47,1,10,428,480,0,428,145,10.37,18.13,0,0.57,0.891666667,1,0.50825,1,12/15/2023,12/15/2023,53777
100D,Ensamble 100D,Bench 100D,76,76,0,24,46,0,7,336,360,0,336,0,13.57,20,0,0,0.933333333,1,0,1,1/3/2024,1/3/2024,54541
100D,Ensamble 100D,Bench 100D,81,81,0,38,51,0,9,442,480,0,442,0,11,20,0,0,0.920833333,1,0,2,1/3/2024,1/4/2024,54542
100D,Ensamble 100D,Bench 100D,94,94,0,49,57,0,10,551,600,0,551,0,10.24,20,0,0,0.918333333,1,0,1,1/4/2024,1/4/2024,54507
100D,Ensamble 100D,Bench 100D,86,86,0,29,20,1,27,511,540,0,511,0,10.1,20,0,0,0.946296296,1,0,2,1/4/2024,1/5/2024,54523
100D,Ensamble 100D,Bench 100D,107,107,0,17,37,0,12,463,480,0,463,0,13.87,20,0,0,0.964583333,1,0,1,1/5/2024,1/5/2024,54508
100D,Ensamble 100D,Bench 100D,33,33,0,20,30,0,12,340,360,0,340,0,5.82,20,0,0,0.944444444,1,0,2,1/5/2024,1/5/2024,54538
100D,Ensamble 100D,Bench 100D,88,88,0,39,65,0,9,561,600,0,561,0,9.41,20,0,0,0.935,1,0,1,1/8/2024,1/8/2024,54511
100D,Ensamble 100D,Bench 100D,97,97,0,39,58,0,9,501,540,0,501,0,11.62,20,0,0,0.927777778,1,0,2,1/8/2024,1/9/2024,54527
100D,Ensamble 100D,Bench 100D,67,67,0,60,19,3,31,540,600,0,540,0,7.44,20,0,0,0.9,1,0,1,1/9/2024,1/9/2024,54512
100D,Ensamble 100D,Bench 100D,96,96,0,15,31,0,17,525,540,0,525,0,10.97,20,0,0,0.972222222,1,0,2,1/9/2024,1/10/2024,54528
100D,Ensamble 100D,Bench 100D,113,113,0,25,31,0,19,575,600,0,575,0,11.79,20,0,0,0.958333333,1,0,1,1/10/2024,1/10/2024,54513
100D,Ensamble 100D,Bench 100D,81,81,0,22,26,0,20,518,540,0,518,0,9.38,20,0,0,0.959259259,1,0,2,1/10/2024,1/11/2024,54529
100D,Ensamble 100D,Bench 100D,67,67,0,97,52,1,11,503,600,0,503,0,7.99,20,0,0,0.838333333,1,0,1,1/11/2024,1/11/2024,54514
100D,Ensamble 100D,Bench 100D,101,101,0,23,43,0,12,517,540,0,517,0,11.72,20,0,0,0.957407407,1,0,2,1/11/2024,1/12/2024,54530
100D,Ensamble 100D,Bench 100D,85,85,0,24,12,2,40,456,480,0,456,0,11.18,20,0,0,0.95,1,0,1,1/12/2024,1/12/2024,54515
100D,Ensamble 100D,Bench 100D,20,20,0,1,4,0,90,359,360,0,359,0,3.34,20,0,0,0.997222222,1,0,2,1/12/2024,1/12/2024,54539
100D,Ensamble 100D,Bench 100D,116,116,0,106,54,1,11,494,600,0,494,0,14.09,20,0,0,0.823333333,1,0,1,1/15/2024,1/15/2024,54518
100D,Ensamble 100D,Bench 100D,91,91,0,63,40,1,13,477,540,0,477,0,11.45,20,0,0,0.883333333,1,0,2,1/15/2024,1/16/2024,54534
100D,Ensamble 100D,Bench 100D,132,132,0,26,73,0,8,574,600,0,574,0,13.8,20,0,0,0.956666667,1,0,1,1/16/2024,1/16/2024,54519
100D,Ensamble 100D,Bench 100D,119,119,0,26,28,0,19,514,540,0,514,0,13.89,20,0,0,0.951851852,1,0,2,1/16/2024,1/17/2024,54535
100D,Ensamble 100D,Bench 100D,133,133,0,37,76,0,7,563,600,0,563,0,14.17,20,0,0,0.938333333,1,0,1,1/17/2024,1/17/2024,54520
